TEST_ID,test_step_name,test_Step_Expected_result,test_step_Actual_result
207,Step 1,"The system should display the ""ZMSAMS_PES"" start center page.","The system displays the ""ZMSAMS_PES"" start center page.

Actor: TSAMSPES



  [User: a3k7kzz]"
207,Step 2,"The system should display the Collection page with focus on the ""list ""tab","The system displays the Collection page with focus on the ""list ""tab

  [User: a3k7kzz]"
207,Step 3,The system should display the details of the selected collection.,"The system displays the details of the selected collection.
 

  [User: a3k7kzz]"
207,Step 4,The system should display the list of applicable actions,"The system displays the list of applicable actions
 

  [User: a3k7kzz]"
207,Step 5,The system should prompt the message pop up with [Yes] and [No] button.,"The system prompts the message pop up with [Yes] and [No] button.
 

  [User: a3k7kzz]"
207,Step 6,The system should cancel the delete action,"The system cancels the delete action
 

  [User: a3k7kzz]"
207,Step 7,The expected results should be the same as from the steps 1 to 5.,"The expected results are the same as from the steps 1 to 5.
 

  [User: a3k7kzz]"
207,Step 8,"The system should display the message as ""Record has been deleted""","The system displays the message as ""Record has been deleted""
 

  [User: a3k7kzz]"
208,Step 1,"The system should display the ""ZMSAMS_PES"" start center page.","The system displays the ""ZMSAMS_PES"" start center page.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
208,Step 2,"The system should display the Collection page with focus on the ""list ""tab","The system displays the Collection page with focus on the ""list ""tab

  [User: a3k7kzz]"
208,Step 3,The system should display the details of the selected collection.,"The system displays the details of the selected collection.
 

  [User: a3k7kzz]"
208,Step 4,The system should display the list of applicable actions,"The system displays the list of applicable actions
 

  [User: a3k7kzz]"
208,Step 5,"The system should display the message as ""Record has been duplicated"" with the focus on the  ""collection"" field.","The system displays the message as ""Record has been duplicated"" with the focus on the ""collection"" field.
 

  [User: a3k7kzz]"
208,Step 6,"The system should display the message as ""Record has been saved""","The system displays the message as ""Record has been saved""
 

  [User: a3k7kzz]"
210,Step 1,"System should display ""SQL Server 2008"".","System displays ""SQL Server 2008"".

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
210,Step 2,"System should display the ""Maximo"" database.","System displays the ""Maximo"" database.

  [User: a3k7kzz]"
210,Step 3,"System should update the ""Date Extracted"" field with the Current date.","System updates the ""Date Extracted"" field with the Current date.

  [User: a3k7kzz]"
210,Step 4,"System should update the ""3M Financial Period"" field with the ""Transaction Period"".","System updates the ""3M Financial Period"" field with the ""Transaction Period"".

  [User: a3k7kzz]"
210,Step 5,The data should be in YYYYMM format,"The data is in YYYYMM format

  [User: a3k7kzz]"
212,Step 1,"System should display ""SQL Server 2008"".","System displays ""SQL Server 2008"".

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
212,Step 2,"System should display the ""Maximo"" database.","System displays the ""Maximo"" database.

  [User: a3k7kzz]"
212,Step 3,"System should update the ""Date Extracted"" field with the Current date.","System updates the ""Date Extracted"" field with the Current date.

  [User: a3k7kzz]"
212,Step 4,"System should update the ""3M Financial Period"" field with the ""Transaction Period"".","System updates the ""3M Financial Period"" field with the ""Transaction Period"".

  [User: a3k7kzz]"
212,Step 5,"The ""3M Financial Period"" field should be in ""YYYYMM"" format.","The ""3M Financial Period"" field is in ""YYYYMM"" format.

  [User: a3k7kzz]"
342,Step 1,"The ""Inventory"" page with focus on the ""List"" tab should be displayed.","The ""Inventory"" page with focus on the ""List"" tab is displayed.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
342,Step 2,"The ""Item"" mentioned in precondition should be displayed in the ""Search Results"" section.","The ""Item"" mentioned in precondition is displayed in the ""Search Results"" section.

  [User: a3k7kzz]"
342,Step 3,"The ""Inventory"" page with focus on the ""Inventory"" tab should be displayed.","The ""Inventory"" page with focus on the ""Inventory"" tab is displayed.

  [User: a3k7kzz]"
342,Step 4,"The ""Reorder Items"" page should be displayed.","The ""Reorder Items"" page is displayed.

  [User: a3k7kzz]"
342,Step 5,The item should be listed as eligible for reorder process.,"The item is listed as eligible for reorder process.
 

  [User: a3k7kzz]"
342,Step 6,"The BIRT Reports for the ""Low Stock Item by Vendor"" should be displayed in new tab.","The BIRT Reports for the ""Low Stock Item by Vendor"" is displayed in new tab.

  [User: a3k7kzz]"
342,Step 7,"The ""Low Stock Item by Vendor"" should have a line item for the item mentioned in the precondition.","The ""Low Stock Item by Vendor"" has a line item for the item mentioned in the precondition.

  [User: a3k7kzz]"
345,Step 1,"The ""Inventory"" page with focus on ""list"" tab should be displayed.","The ""Inventory"" page with focus on ""list"" tab is displayed.

Actor: INV_ALL (TINVA_GU)

  [User: a3k7kzz]"
345,Step 2,System should display the corresponding Item in the list tab section.,"System displays the corresponding Item in the list tab section.

  [User: a3k7kzz]"
345,Step 3,"System should navigate the user to the ""Inventory"" tab with detailed information.","System navigates the user to the ""Inventory"" tab with detailed information.
 

  [User: a3k7kzz]"
345,Step 4,"The ""Reconcile Balances"" popup window should be displayed.","The ""Reconcile Balances"" popup window is displayed.

  [User: a3k7kzz]"
345,Step 5,"The ""Memo"" field should be displayed.","The ""Memo"" field is displayed.

  [User: a3k7kzz]"
345,Step 6,"The ""Memo"" should be displayed as a text field.","The ""Memo"" is displayed as a text field.

  [User: a3k7kzz]"
345,Step 7,"The ""Field Help"" popup should be displayed.","The ""Field Help"" popup is displayed.

  [User: a3k7kzz]"
345,Step 8,"The ""Table.Column"" field should display the value as ""INVADJUSTMENT.MEMO"".","The ""Table.Column"" field displays the value as ""INVADJUSTMENT.MEMO"".
 

  [User: a3k7kzz]"
345,Step 9,"The value entered in ""Memo"" field should be displayed.","The value entered in ""Memo"" field is displayed.
 

  [User: a3k7kzz]"
345,Step 10,"1. The ""Inventory"" page with focus on ""Inventory"" tab should be displayed.

2. The value entered in the ""Memo"" field should be saved successfully.","1. The ""Inventory"" page with focus on ""Inventory"" tab is displayed.

2. The value entered in the ""Memo"" field is saved successfully.



  [User: a3k7kzz]"
345,Step 11,User should be logged into the SAMS database.,"User is logged into the SAMS database.

User ID: a3k7kzz

  [User: a3k7kzz]"
345,Step 12,"The ""Item"" mentioned in the precondition should be displayed.","The ""Item"" mentioned in the precondition is displayed.

  [User: a3k7kzz]"
345,Step 13,"The value entered in ""Memo"" field in step 9 should be displayed.","The value entered in ""Memo"" field in step 9 is displayed.

  [User: a3k7kzz]"
346,Step 1,"The ""Inventory"" page with focus on ""list"" tab should be displayed.","The ""Inventory"" page with focus on ""list"" tab is displayed.

Actor: INV_ALL (TINVA_GU)



  [User: a3k7kzz]"
346,Step 2,System should display the corresponding Item in the list tab section.,"System displays the corresponding Item in the list tab section.

  [User: a3k7kzz]"
346,Step 3,"System should navigate the user to the ""Inventory"" tab with detailed information.","System navigates the user to the ""Inventory"" tab with detailed information.
 

  [User: a3k7kzz]"
346,Step 4,"The ""Current Balance Adjustment"" popup window should be displayed.","The ""Current Balance Adjustment"" popup window is displayed.

  [User: a3k7kzz]"
346,Step 5,"The ""Memo"" field should be displayed.","The ""Memo"" field is displayed.

  [User: a3k7kzz]"
346,Step 6,"The ""Memo"" should be displayed as a text field.","The ""Memo"" is displayed as a text field.

  [User: a3k7kzz]"
346,Step 7,"The ""Field Help"" popup should be displayed.","The ""Field Help"" popup is displayed.

  [User: a3k7kzz]"
346,Step 8,"The ""Table.Column"" field should display the value as ""INVBALANCES.MEMO"".","The ""Table.Column"" field displays the value as ""INVBALANCES.MEMO"".
 

  [User: a3k7kzz]"
346,Step 9,"The value entered in ""Memo"" field should be displayed.","The value entered in ""Memo"" field is displayed.
 

  [User: a3k7kzz]"
346,Step 10,"1. The ""Inventory"" page with focus on ""Inventory"" tab should be displayed.

2. The value entered in the ""Memo"" field should be saved successfully.","1. The ""Inventory"" page with focus on ""Inventory"" tab is displayed.

2. The value entered in the ""Memo"" field is saved successfully.



  [User: a3k7kzz]"
346,Step 11,User should be logged into the SAMS database.,"User is logged into the SAMS database.
 

  [User: a3k7kzz]"
346,Step 12,"The ""Item"" mentioned in the precondition should be displayed.","The ""Item"" mentioned in the precondition is displayed.

  [User: a3k7kzz]"
346,Step 13,"The value entered in ""Memo"" field in step 9 should be displayed.","The value entered in ""Memo"" field in step 9 is displayed.
 

  [User: a3k7kzz]"
347,Step 1,"The ""Inventory"" page with focus on ""list"" tab should be displayed.","The ""Inventory"" page with focus on ""list"" tab is displayed.
 
Actor: INV_ALL (TINVA_GU)

  [User: a3k7kzz]"
347,Step 2,System should display the corresponding Item in the list tab section.,"System displays the corresponding Item in the list tab section.

  [User: a3k7kzz]"
347,Step 3,"System should navigate the user to the ""Inventory"" tab with detailed information.","System navigates the user to the ""Inventory"" tab with detailed information.
 

  [User: a3k7kzz]"
347,Step 4,"The ""Physical Count Adjustment"" popup window should be displayed.","TThe ""Physical Count Adjustment"" popup window is displayed.

  [User: a3k7kzz]"
347,Step 5,"The ""Memo"" field should be displayed.","The ""Memo"" field is displayed.

  [User: a3k7kzz]"
347,Step 6,"The ""Memo"" should be displayed as a text field.","The ""Memo"" is displayed as a text field.

  [User: a3k7kzz]"
347,Step 7,"The ""Field Help"" popup should be displayed.","The ""Field Help"" popup is displayed.

  [User: a3k7kzz]"
347,Step 8,"The ""Table.Column"" field should display the value as ""INVBALANCES.MEMO"".","The ""Table.Column"" field displays the value as ""INVBALANCES.MEMO"".
 

  [User: a3k7kzz]"
347,Step 9,"The value entered in ""Memo"" field should be displayed.","The value entered in ""Memo"" field is displayed.

  [User: a3k7kzz]"
347,Step 10,"1. The ""Inventory"" page with focus on ""Inventory"" tab should be displayed.

2. The value entered in the ""Memo"" field should be saved successfully.","1. The ""Inventory"" page with focus on ""Inventory"" tab is displayed.

2. The value entered in the ""Memo"" field is saved successfully.



  [User: a3k7kzz]"
347,Step 11,User should be logged into the SAMS database.,"User is logged into the SAMS database.

  [User: a3k7kzz]"
347,Step 12,"The ""Item"" mentioned in the precondition should be displayed.","The ""Item"" mentioned in the precondition is displayed.

  [User: a3k7kzz]"
347,Step 13,"The value entered in ""Memo"" field in step 9 should be displayed.","The value entered in ""Memo"" field in step 9 is displayed.

  [User: a3k7kzz]"
348,Step 1,"The ""Inventory"" page with focus on ""list"" tab should be displayed.","The ""Inventory"" page with focus on ""list"" tab is displayed.

Actor: TINVA_GU (INV_ALL)

  [User: a3k7kzz]"
348,Step 2,System should display the corresponding Item in the list tab section.,"System displays the corresponding Item in the list tab section.

  [User: a3k7kzz]"
348,Step 3,"System should navigate the user to the ""Inventory"" tab with detailed information.","System navigates the user to the ""Inventory"" tab with detailed information.
 

  [User: a3k7kzz]"
348,Step 4,"The ""Standard Cost Adjustment"" popup window should be displayed.","The ""Standard Cost Adjustment"" popup window is displayed.
 

  [User: a3k7kzz]"
348,Step 5,"The ""Memo"" field should be displayed.","The ""Memo"" field is displayed.

  [User: a3k7kzz]"
348,Step 6,"The ""Memo"" should be displayed as a text field.","The ""Memo"" is displayed as a text field.

  [User: a3k7kzz]"
348,Step 7,"The ""Field Help"" popup should be displayed.","The ""Field Help"" popup is displayed.

  [User: a3k7kzz]"
348,Step 8,"The ""Table.Column"" field should display the value as ""INVCOST.MEMO"".","The ""Table.Column"" field displays the value as ""INVCOST.MEMO"".
 

  [User: a3k7kzz]"
348,Step 9,"The value entered in ""Memo"" field should be displayed.","The value entered in ""Memo"" field is displayed.
 

  [User: a3k7kzz]"
348,Step 10,"1. The ""Inventory"" page with focus on ""Inventory"" tab should be displayed.

2. The value entered in the ""Memo"" field should be saved successfully.","1. The ""Inventory"" page with focus on ""Inventory"" tab is displayed.

2. The value entered in the ""Memo"" field is saved successfully.



  [User: a3k7kzz]"
348,Step 11,User should be logged into the SAMS database.,"User is logged into the SAMS database.

User ID: a3k7kzz

  [User: a3k7kzz]"
348,Step 12,"The ""Item"" mentioned in the precondition should be displayed.","The ""Item"" mentioned in the precondition is displayed.

  [User: a3k7kzz]"
348,Step 13,"The value entered in ""Memo"" field in step 9 should be displayed.","The value entered in ""Memo"" field in step 9 is displayed.

  [User: a3k7kzz]"
349,Step 1,"The ""Inventory"" page with focus on ""list"" tab should be displayed.","The ""Inventory"" page with focus on ""list"" tab is displayed.

Actor: TINV_GU (INV_ALL)

  [User: a3k7kzz]"
349,Step 2,System should display the corresponding Item in the list tab section.,"System displays the corresponding Item in the list tab section.

  [User: a3k7kzz]"
349,Step 3,"System should navigate the user to the ""Inventory"" tab with detailed information.","System navigates the user to the ""Inventory"" tab with detailed information.
 

  [User: a3k7kzz]"
349,Step 4,"The ""Average Cost Adjustment"" popup window should be displayed.","The ""Average Cost Adjustment"" popup window is displayed.

  [User: a3k7kzz]"
349,Step 5,"The ""Memo"" field should be displayed.","The ""Memo"" field is displayed.

  [User: a3k7kzz]"
349,Step 6,"The ""Memo"" should be displayed as a text field.","The ""Memo"" is displayed as a text field.

  [User: a3k7kzz]"
349,Step 7,"The ""Field Help"" popup should be displayed.","The ""Field Help"" popup is displayed.

  [User: a3k7kzz]"
349,Step 8,"The ""Table.Column"" field should display the value as ""INVCOST.MEMO"".","The ""Table.Column"" field displays the value as ""INVCOST.MEMO"".
 

  [User: a3k7kzz]"
349,Step 9,"The value entered in ""Memo"" field should be displayed.","The value entered in ""Memo"" field is displayed.
 

  [User: a3k7kzz]"
349,Step 10,"1. The ""Inventory"" page with focus on ""Inventory"" tab should be displayed.

2. The value entered in the ""Memo"" field should be saved successfully.","1. The ""Inventory"" page with focus on ""Inventory"" tab is displayed.

2. The value entered in the ""Memo"" field is saved successfully.



  [User: a3k7kzz]"
349,Step 11,User should be logged into the SAMS database.,"User is logged into the SAMS database.

User ID: a3k7kzz

  [User: a3k7kzz]"
349,Step 12,"The ""Item"" mentioned in the precondition should be displayed.","The ""Item"" mentioned in the precondition is displayed.

  [User: a3k7kzz]"
349,Step 13,"The value entered in ""Memo"" field in step 9 should be displayed.","The value entered in ""Memo"" field in step 9 is displayed.

  [User: a3k7kzz]"
375,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
375,Step 2,"The ""Purchase Requisitions"" page should be displayed with the focus on the List tab.","The ""Purchase Requisitions"" page is displayed with the focus on the List tab.
 

  [User: a3k7kzz]"
375,Step 3,PR number noted in precondition 1 should be displayed in the List tab screen.,"PR number noted in precondition 1 is displayed in the List tab screen.

  [User: a3k7kzz]"
375,Step 4,"System should navigate the user to the ""PR"" tab with detailed information.","System navigates the user to the ""PR"" tab with detailed information.
 

  [User: a3k7kzz]"
375,Step 5,System should display the list of PR lines associated with the PR.,"System displays the list of PR lines associated with the PR.
 

  [User: a3k7kzz]"
375,Step 6,"System should display the ""Reports"" popup window.","System displays the ""Reports"" popup window.

  [User: a3k7kzz]"
375,Step 7,"System should display the ""Request Page"" popup window.","System displays the ""Request Page"" popup window.

  [User: a3k7kzz]"
375,Step 8,"System should display the ""BIRT Report"" in a new popup window.","System displays the ""BIRT Report"" in a new popup window.
 

  [User: a3k7kzz]"
375,Step 9,"""Corporate ID"" noted in precondition 2 should match with the ID displayed under ""Corp ID"" column for all the PR lines in the ""BIRT Report""","""Corporate ID"" noted in precondition 2 matches with the ID displayed under ""Corp ID"" column for all the PR lines in the ""BIRT Report""
 

  [User: a3k7kzz]"
376,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: SAMS_PES (TSAMSPES)



  [User: a3k7kzz]"
376,Step 2,"The ""Inventory"" page should be displayed with the focus on the List tab.","The ""Inventory"" page is displayed with the focus on the List tab.
 

  [User: a3k7kzz]"
376,Step 3,"System should display the ""Reports"" popup window.","System displays the ""Reports"" popup window.

  [User: a3k7kzz]"
376,Step 4,"System should display the ""Request Page"" popup window.","System displays the ""Request Page"" popup window.
 

  [User: a3k7kzz]"
376,Step 5,"""Select Value"" pop up window should be displayed.","""Select Value"" pop up window is displayed.

  [User: a3k7kzz]"
376,Step 6,"System should filter and display the corresponding item in the ""Item"" table.","System filters and displays the corresponding item in the ""Item"" table.

  [User: a3k7kzz]"
376,Step 7,"Selected item should be added to ""Item"" field in ""Request Page"" popup window.","Selected item is added to ""Item"" field in ""Request Page"" popup window.

  [User: a3k7kzz]"
376,Step 8,"System should display the corresponding Storeroom in the ""Storeroom"" field.","System displays the corresponding Storeroom in the ""Storeroom"" field.

  [User: a3k7kzz]"
376,Step 9,"System should display the corresponding Site in the ""Site"" field.","System displays the corresponding Site in the ""Site"" field.
 

  [User: a3k7kzz]"
376,Step 10,"System should display the ""BIRT Report"" in a new window.","System displays the ""BIRT Report"" in a new window.
 

  [User: a3k7kzz]"
376,Step 11,"Current Balance' value noted in precondition 2 should match with the 'balance' displayed under ""Current Balance"" column in the ""BIRT Report"".","Current Balance' value noted in precondition 2 matches with the 'balance' displayed under ""Current Balance"" column in the ""BIRT Report"".
 

  [User: a3k7kzz]"
379,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: TSAMSPES

  [User: a3k7kzz]"
379,Step 2,"The ""Item Master"" page should be displayed with the focus on the List tab.","The ""Item Master"" page is displayed with the focus on the List tab.
 

  [User: a3k7kzz]"
379,Step 3,Item number noted in precondition 2 should be displayed in the List tab screen.,"Item number noted in precondition 2 is displayed in the List tab screen.
 

  [User: a3k7kzz]"
379,Step 4,"System should navigate the user to the ""Item"" tab with detailed information.","System navigates the user to the ""Item"" tab with detailed information.

  [User: a3k7kzz]"
379,Step 5,"System should display ""R"" in the ""GGSM Request"" field.","System displays ""R"" in the ""GGSM Request"" field.
 

  [User: a3k7kzz]"
379,Step 6,"""Requester"" field value in the PEDS database should match with the ""Ship To Labor"" field value noted in precondition 5 for the item noted in precondition 2.","""Requester"" field value in the PEDS database matches with the ""Ship To Labor"" field value noted in precondition 5 for the item noted in precondition 2.

  [User: a3k7kzz]"
384,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: TSAMSPES (SAMS_PES)



  [User: a3k7kzz]"
384,Step 2,"The ""Item Master"" page should be displayed with the focus on the List tab.","The ""Item Master"" page is displayed with the focus on the List tab.
 

  [User: a3k7kzz]"
384,Step 3,Item number noted in precondition 2 should be displayed in the List tab screen.,"Item number noted in precondition 2 is displayed in the List tab screen.
 

  [User: a3k7kzz]"
384,Step 4,"System should navigate the user to the ""Item"" tab with detailed information.","System navigates the user to the ""Item"" tab with detailed information.

  [User: a3k7kzz]"
384,Step 5,"System should display ""I"" in the ""GGSM Request"" field.","System displays ""I"" in the ""GGSM Request"" field.
 

  [User: a3k7kzz]"
385,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: TSAMSPES (SAMS_PES)



  [User: a3k7kzz]"
385,Step 2,"The ""Work Order Tracking"" page should be displayed with the focus on the List tab.","The ""Work Order Tracking"" page is displayed with the focus on the List tab.




  [User: a3k7kzz]"
385,Step 3,"System should display the ""Reports"" popup window.","System displays the ""Reports"" popup window.

  [User: a3k7kzz]"
385,Step 4,"System should display the ""Request Page"" popup window.","System displays the ""Request Page"" popup window.
 

  [User: a3k7kzz]"
385,Step 5,"System should display the entered value in ""Labor Trans Start Date"" and  ""Labor Trans End Date"" fields in the ""Request Page"" popup window.","System displays the entered value in ""Labor Trans Start Date"" and ""Labor Trans End Date"" fields in the ""Request Page"" popup window.
 

  [User: a3k7kzz]"
385,Step 6,"System should display the ""BIRT report"" in a new popup window.","System displays the ""BIRT report"" in a new popup window.
 

  [User: a3k7kzz]"
385,Step 7,"System should display all the Work Orders mentioned in precondition 2 in the ""Labor Transactions"" Report.","System displays all the Work Orders mentioned in precondition 2 in the ""Labor Transactions"" Report.

  [User: a3k7kzz]"
385,Step 8,"The value in the fields noted in precondition 5 should match with the following fields in the ""Labor Transactions"" Report for all the Work Orders mentioned in precondition 2.

Status
WONum
Description
Work Type
Location
Asset Num
GL Account 
Lead
Area of Resp","The value in the fields noted in precondition 5 matches with the following fields in the ""Labor Transactions"" Report for all the Work Orders mentioned in precondition 2.

Status
WONum
Description
Work Type
Location
Asset Num
GL Account 
Lead
Area of Resp



  [User: a3k7kzz]"
385,Step 9,"The value in the fields noted in precondition 7 should match with the following fields in the ""Labor Transactions"" Report for all the Work Orders mentioned in precondition 2.

Laborcode
Name
Regular Hrs
Premium Pay Hours
Memo
Start Date","The value in the fields noted in precondition 7 matches with the following fields in the ""Labor Transactions"" Report for all the Work Orders mentioned in precondition 2.

Laborcode
Name
Regular Hrs
Premium Pay Hours
Memo
Start Date



  [User: a3k7kzz]"
385,Step 10,"The value in the 'Enter date' field noted in precondition 6 should match with the 'Enter date' field in the ""Labor Transactions"" Report for all the Work Orders mentioned in precondition 2.","The value in the 'Enter date' field noted in precondition 6 matches with the 'Enter date' field in the ""Labor Transactions"" Report for all the Work Orders mentioned in precondition 2.

  [User: a3k7kzz]"
386,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: TSAMSPES

  [User: a3k7kzz]"
386,Step 2,"The ""Item Master"" page should be displayed with the focus on the List tab.","The ""Item Master"" page is displayed with the focus on the List tab.
 

  [User: a3k7kzz]"
386,Step 3,Item number noted in precondition 2 should be displayed in the List tab screen.,"Item number noted in precondition 2 is displayed in the List tab screen.
 

  [User: a3k7kzz]"
386,Step 4,"System should navigate the user to the ""Item"" tab with detailed information.","System navigates the user to the ""Item"" tab with detailed information.

  [User: a3k7kzz]"
386,Step 5,"System should display ""R"" in the ""GGSM Request"" field.","System displays ""R"" in the ""GGSM Request"" field.
 

  [User: a3k7kzz]"
386,Step 6,"""Requester"" field value in the PEDS database should be displayed as ""NULL"" for the item noted in precondition 2.","""Requester"" field value in the PEDS database is displayed as ""NULL"" for the item noted in precondition 2.
  

  [User: a3k7kzz]"
389,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
389,Step 2,"The ""Purchase Orders"" page should be displayed with the focus on the List tab.","The ""Purchase Orders"" page is displayed with the focus on the List tab.




  [User: a3k7kzz]"
389,Step 3,Purchase Order number noted in precondition 1 should be displayed in the List tab screen.,"Purchase Order number noted in precondition 1 is displayed in the List tab screen.
 

  [User: a3k7kzz]"
389,Step 4,"System should navigate the user to the ""PO"" tab with detailed information.","System navigates the user to the ""PO"" tab with detailed information.
 

  [User: a3k7kzz]"
389,Step 5,"System should display the ""Reports"" popup window.","System displays the ""Reports"" popup window.

  [User: a3k7kzz]"
389,Step 6,"System should display the ""Request Page"" popup window.","System displays the ""Request Page"" popup window.
 

  [User: a3k7kzz]"
389,Step 7,"System should display the ""BIRT Report"" in a new popup window.","System displays the ""BIRT Report"" in a new popup window.
 

  [User: a3k7kzz]"
389,Step 8,"The values of the fields noted in precondition 1 should match with the following fields in the ""Purchase Orders"" List report.

PO Num
Site ID 
Status
Revision
Buyer 
Currency Code
Order Date
Required Date
Company
Contact
Total Cost    
Address
Phone","The values of the fields noted in precondition 1 matches with the following fields in the ""Purchase Orders"" List report.

PO Num
Site ID 
Status
Revision
Buyer 
Currency Code
Order Date
Required Date
Company
Contact
Total Cost 
Address
Phone



  [User: a3k7kzz]"
389,Step 9,"The values of the fields noted in precondition 2 should match with the following fields in the ""Purchase Orders"" List report.

Requested By
Ship To
Bill To    
PO Line
Item Num
Description
Manufacturer
Order Qty
Order Unit
Unit Cost
Line Cost","The values of the fields noted in precondition 2 matches with the following fields in the ""Purchase Orders"" List report.

Requested By
Ship To
Bill To 
PO Line
Item Num
Description
Manufacturer
Order Qty
Order Unit
Unit Cost
Line Cost



  [User: a3k7kzz]"
390,Step 1,"System should display the ""Start Center"" page.","System displays the ""Start Center"" page.

Actor: SAMS_PES (TSAMSPES)



  [User: a3k7kzz]"
390,Step 2,"The ""Purchase Requisitions"" page should be displayed with the focus on the List tab.","The ""Purchase Requisitions"" page is displayed with the focus on the List tab.
 

  [User: a3k7kzz]"
390,Step 3,PR number noted in precondition 1 should be displayed in the List tab screen.,"PR number noted in precondition 1 is displayed in the List tab screen.

  [User: a3k7kzz]"
390,Step 4,"System should navigate the user to the ""PR"" tab with detailed information.","System navigates the user to the ""PR"" tab with detailed information.
 

  [User: a3k7kzz]"
390,Step 5,System should display the list of PR lines associated with the PR.,"System displays the list of PR lines associated with the PR.
 

  [User: a3k7kzz]"
390,Step 6,"System should display the ""Reports"" popup window.","System displays the ""Reports"" popup window.

  [User: a3k7kzz]"
390,Step 7,"System should display the ""Request Page"" popup window.","System displays the ""Request Page"" popup window.

  [User: a3k7kzz]"
390,Step 8,"System should display the ""BIRT Report"" in a new popup window.","System displays the ""BIRT Report"" in a new popup window.
 

  [User: a3k7kzz]"
390,Step 9,"""Manufacturer Name"" value noted in precondition 2 should match with the name displayed under ""Mfg. Name"" column for all the PR lines in the ""BIRT Report"".","""Manufacturer Name"" value noted in precondition 2 matches with the name displayed under ""Mfg. Name"" column for all the PR lines in the ""BIRT Report"".
 

  [User: a3k7kzz]"
398,Step 1,"The ""Purchase Order"" page should be displayed with the focus on the list screen.","The ""Purchase Order"" page is displayed with the focus on the list screen.

Actor: SAMS_PEs (TSAMSPES)"
398,Step 2,System should display the purchase order mentioned in the precondition 2.,System displays the purchase order mentioned in the precondition 2.
398,Step 3,System should select the purchase orders.,System selects the purchase orders.
398,Step 4,The Reports window should be displayed.,The Reports window is displayed.
398,Step 5,"System should display the ""Request Page""","System displays the ""Request Page"""
398,Step 6,System should display the entered details.,System displays the entered details.
398,Step 7,"The ""Purchase Order Details report should be displayed as BIRT report in a new browser window.","The ""Purchase Order Details report is displayed as BIRT report in a new browser window."
398,Step 8,"System should display the ""Print"" popup window.","System displays the ""Print"" popup window."
398,Step 9,"System should display the ""Purchase Order"" report in pdf format.","System displays the ""Purchase Order"" report in pdf format."
398,Step 10,"system should print the ""Purchase Order' report.","Ssystem prints the ""Purchase Order' report."
398,Step 11,"1. System should display the ""Manufacturer Name"" of the Item, in ""Mfg Name"" field.
2. System should display the ""Ship To"" field as mentioned in precondition 4. 
3. System should display the ""Bill To"" field as mentioned in precondition 4.","1. System displays the ""Manufacturer Name"" of the Item, in ""Mfg Name"" field.
2. System displays the ""Ship To"" field as mentioned in precondition 4. 
3. System displays the ""Bill To"" field as mentioned in precondition 4."
413,Step 1,"System should display the ""Job Plans"" page with focus on ""List"" tab.","System displays the ""Job Plans"" page with focus on ""List"" tab.

Actor: SAMS_PES (TSAMSPES)"
413,Step 2,"System should display the ""Job Plan"" mentioned in precndition 2 in the search results.","System displays the ""Job Plan"" mentioned in precndition 2 in the search results."
413,Step 3,"System should display the ""Job Plans"" page with focus on ""Job Plan"" tab.","System displays the ""Job Plans"" page with focus on ""Job Plan"" tab."
413,Step 4,"System should display the ""Reports"" page with the list of reports along with [Create Report] and [Cancel] button.","System displays the ""Reports"" page with the list of reports along with [Create Report] and [Cancel] button."
413,Step 5,"System should display the ""Request"" page with [Submit] and [Cancel] button.","System displays the ""Request"" page with [Submit] and [Cancel] button."
413,Step 6,"System should display the ""At this time"" option as selected and the entered future date in ""Schedule"" section.","System displays the ""At this time"" option as selected and the entered future date in ""Schedule"" section."
413,Step 7,"System should display the entered email address in the ""To"" field of ""Email"" section.","System displays the entered email address in the ""To"" field of ""Email"" section."
413,Step 8,"System should prompt the user that a email notification has been sent to the user mentioned in ""To"" field.","System prompts the user that a email notification has been sent to the user mentioned in ""To"" field."
413,Step 10,"User should have received a notification with a pdf attachment of the ""Job Plan Details"" report.","User received a notification with a pdf attachment of the ""Job Plan Details"" report."
413,Step 11,"System should display the 2 job plan tasks in the ""Job Plan Details"" report.","System displays the 2 job plan tasks in the ""Job Plan Details"" report."
429,Step 1,"System should display the ""Work Order Tracking"" page with focus on ""List"" tab.","System displays the ""Work Order Tracking"" page with focus on ""List"" tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
